ID,Is_Lead
VBENBARO,0.044296602453772094
CCMEWNKY,0.8776285031142563
VK3KGA9M,0.07861553267170557
TT8RPZVC,0.021346166310648906
SHQZEYTZ,0.022319771227478802
MZZAQMPT,0.08909165848521007
Y88TW36I,0.09515709452466511
3UGOAQNU,0.05298375624273843
VVUKMUJT,0.992261272302962
9R363ZXS,0.15842836388801632
BLISM6JE,0.05430580143889021
CH8S7JK7,0.24297086767253834
EAHDPXEJ,0.8331642482592829
BNUK9PRF,0.30504006350577145
GP2PG6FJ,0.05499071844271119
WNQCSN8A,0.04079686938578243
32DN4YVZ,0.439733296277127
GXAMDANM,0.05223557886042051
MXETLUP4,0.06995256480404427
MPXK6TVE,0.8402305432348544
LBSIME2K,0.17246308734659252
D6ORJTM6,0.05218353215191514
HGDIBAKA,0.793922001354523
UUZYL9DZ,0.46963543085608733
AUGE3VWK,0.052029751241113524
MX7GOX6Q,0.10254328202263413
TQN6K35W,0.0618182479007467
QQDRMQQN,0.48194615633602095
UP6GC6F4,0.04006851663419032
BMHBUVHB,0.5879211516915593
KGLDW86A,0.16394059792181134
FQEOMOP4,0.11418533007541314
DYWM5MEU,0.19269224749586245
DXHGXV8F,0.06279591546951589
AVFBFQKC,0.18342040057837578
DBIDKYMV,0.13302087052490152
KYZHMEBY,0.26569187710582903
SSFEBUGF,0.05342891993911361
MGJTAG8X,0.5134093190292587
MP6BERDO,0.14728171947166593
GXZ8ED68,0.05447762007680527
ICTFGWQR,0.6200550201679953
EAYHTRKH,0.022579426433035312
6FN97QLQ,0.08636653399487214
3H5MZDDW,0.3926404926365439
2DXZZWSN,0.03747206069375242
MM4QIRE5,0.07427614527995423
HJWVYXUA,0.16268333156391918
RBRSJUP3,0.8270600427705099
YFRQKGXW,0.41019448039785233
N3SADEBV,0.04327450908324751
G2A2YYXY,0.04180725511748256
XMGA3WT3,0.06304182913361055
KVZQPSGI,0.19077870310781186
UAKARBBG,0.045214162833440215
WYKKL85Z,0.2257427192433135
GHNYYGRR,0.10755722379369041
UBAJANWT,0.05438505661226049
LSARSF7U,0.018460624074185573
4CNSJVVR,0.2515022962458754
JRHJSWYO,0.2953961544744154
FHZ8SVVI,0.06585554782301827
JUIRE47M,0.8689483671288516
GDIVN2GL,0.05669027140007277
WMF3DYE3,0.7858579030359907
MAQEHEWK,0.18302178012473064
2W8DLKFU,0.055263840722137775
AKGRML6H,0.11212232998805285
B7WUUGCY,0.04006876860899388
TLJOYATM,0.439107878457622
UH6ZDM3W,0.8606853726000346
7IP5SSRR,0.7948540980594282
PV85PMEB,0.4785856335597613
FGDOY4NI,0.12987034697468303
7YYIXJQE,0.05576899396444148
BHW42XPW,0.053019601507738406
3PKEEAT4,0.3006124696329819
ACFPZ3LM,0.05526667207113624
6GORGNYN,0.8222453900242843
AEPQTMJK,0.24840835140127746
S6FNZFKK,0.052279686952781554
JTYNEKRQ,0.6928309890166622
GPXDPHHC,0.05889393481752181
O8TMKNNB,0.05424963117608185
XSQVHKYG,0.05525690232990051
MJ3CZRAE,0.021431803034019776
3NSQEYBJ,0.4224564374430164
SXVBASGH,0.05169967047828263
5ZIGZYSS,0.04129345005620828
FQSHBCUT,0.30103097956129604
MU45XUBP,0.04761341166155924
BVULDPBI,0.06408255002620526
82GRNPFG,0.8282246323491886
KKBNELBF,0.04049477569019506
HXQGBDGY,0.05366328921152984
28HDZICG,0.5559495512467901
GHBPKPJC,0.05161756874369126
FDWZFSSC,0.8603578148725365
FWTIWZF3,0.0552388996487155
JYMHVPMY,0.03513749007923857
AHUDO2T6,0.8427942056500689
ACDHABS3,0.2634389578425249
5NTYJJDV,0.07048798495476705
2M4VPY4V,0.09657090789333043
KAHP9XLF,0.07396385937997353
YRLEWZFQ,0.10875524458454658
JZWVLXHJ,0.1751964344765874
JZZSXUKT,0.2663910799187409
93RURE2J,0.8768670716758847
4RNB6FDV,0.2560921908906835
27E7HMMG,0.0841965858884341
2QEFQQWN,0.0509165165782978
DDTCD2XI,0.0939851412294546
VGVEYSEG,0.8146249133565061
WCXVE7RK,0.05024557084013333
RTN4R3UE,0.042688414473743226
K2PVS4RB,0.04710303502379734
Q36J686Z,0.09192841907504104
NWKHMEOF,0.13968769278884624
PVJYQQGT,0.29202290264899095
GPUMRNWC,0.05269258650999322
LXHCDSVH,0.17109873713900667
BNIUPSVK,0.09181732316575997
FW3QI3WW,0.06862406254401426
IEEUGXMY,0.8591012893885519
FVVXDLBO,0.05649645704075421
UC2JJB6Y,0.07993710858029994
3WPAHP52,0.4798128005718777
HDTCJJOE,0.5381926094863686
