ID,Is_Lead
VBENBARO,0.045370024962218536
CCMEWNKY,0.8657542158515618
VK3KGA9M,0.07215682484472577
TT8RPZVC,0.023336554667820926
SHQZEYTZ,0.022780336378633886
MZZAQMPT,0.0947637743712843
Y88TW36I,0.09159563120522272
3UGOAQNU,0.05229721175061974
VVUKMUJT,0.9937584010917428
9R363ZXS,0.15797473137008694
BLISM6JE,0.05277790235857284
CH8S7JK7,0.24229772325305918
EAHDPXEJ,0.8389096425927762
BNUK9PRF,0.3105435381558551
GP2PG6FJ,0.055670888313905875
WNQCSN8A,0.03947467959848223
32DN4YVZ,0.4402055291543411
GXAMDANM,0.05194671904821124
MXETLUP4,0.0687505912623241
MPXK6TVE,0.8459261153235582
LBSIME2K,0.16570834721447975
D6ORJTM6,0.05136397713588551
HGDIBAKA,0.8062030048333741
UUZYL9DZ,0.47347894503848675
AUGE3VWK,0.05235427245493024
MX7GOX6Q,0.10035808136590271
TQN6K35W,0.06176504411615055
QQDRMQQN,0.4899885435467718
UP6GC6F4,0.041245644044023866
BMHBUVHB,0.6004079029827731
KGLDW86A,0.1633068940789515
FQEOMOP4,0.12024451633413144
DYWM5MEU,0.18809501700888703
DXHGXV8F,0.05737705752998023
AVFBFQKC,0.18003153590291546
DBIDKYMV,0.13272543630910832
KYZHMEBY,0.26983997260480963
SSFEBUGF,0.055216499580896375
MGJTAG8X,0.4957007480194206
MP6BERDO,0.14915223331533506
GXZ8ED68,0.052495924359396054
ICTFGWQR,0.5909831823480968
EAYHTRKH,0.023609933686946125
6FN97QLQ,0.08822333428273538
3H5MZDDW,0.38630379305212814
2DXZZWSN,0.0377229465164004
MM4QIRE5,0.07622876563695588
HJWVYXUA,0.16663118878744512
RBRSJUP3,0.8234029109039928
YFRQKGXW,0.42020329533942147
N3SADEBV,0.043609351998078985
G2A2YYXY,0.044011120855006886
XMGA3WT3,0.06186837172239056
KVZQPSGI,0.18567719341038558
UAKARBBG,0.04369963224577303
WYKKL85Z,0.23217405710138161
GHNYYGRR,0.10860679748496663
UBAJANWT,0.05089093832540877
LSARSF7U,0.018924553024393657
4CNSJVVR,0.24785089041629554
JRHJSWYO,0.3013575997706245
FHZ8SVVI,0.0681633316166731
JUIRE47M,0.8660729363014711
GDIVN2GL,0.05559334690504203
WMF3DYE3,0.7961393232507071
MAQEHEWK,0.17874271237424352
2W8DLKFU,0.05487868056550328
AKGRML6H,0.11376735712983728
B7WUUGCY,0.042939497480008304
TLJOYATM,0.42701011074141476
UH6ZDM3W,0.8605018676564473
7IP5SSRR,0.7878661421426596
PV85PMEB,0.4886111929633905
FGDOY4NI,0.1225126680192114
7YYIXJQE,0.0591252750260869
BHW42XPW,0.05519153160540023
3PKEEAT4,0.29508921013253864
ACFPZ3LM,0.055748364551026226
6GORGNYN,0.8194434497786064
AEPQTMJK,0.2471404691834192
S6FNZFKK,0.05110330620167249
JTYNEKRQ,0.6759142623611143
GPXDPHHC,0.057047909588321566
O8TMKNNB,0.057527613793655015
XSQVHKYG,0.05270008886991871
MJ3CZRAE,0.02141913551900402
3NSQEYBJ,0.42198447589790744
SXVBASGH,0.04979585971662316
5ZIGZYSS,0.04111518169874604
FQSHBCUT,0.3235736717817619
MU45XUBP,0.04657754650541837
BVULDPBI,0.06604220073284064
82GRNPFG,0.8215027020407595
KKBNELBF,0.041863109130440695
HXQGBDGY,0.053625921737322384
28HDZICG,0.5661020191422244
GHBPKPJC,0.04803603813671341
FDWZFSSC,0.8557245402754712
FWTIWZF3,0.05374192486729694
JYMHVPMY,0.03589707458785899
AHUDO2T6,0.8405744562071451
ACDHABS3,0.26973328884061976
5NTYJJDV,0.06848509308668604
2M4VPY4V,0.09194762575753063
KAHP9XLF,0.07864044666324382
YRLEWZFQ,0.10895701436781192
JZWVLXHJ,0.17741220216880899
JZZSXUKT,0.26799050534576113
93RURE2J,0.8724885959861814
4RNB6FDV,0.25151611126918283
27E7HMMG,0.08568563857414754
2QEFQQWN,0.05091496807639846
DDTCD2XI,0.08989312545052366
VGVEYSEG,0.8114342728365478
WCXVE7RK,0.05345993809486086
RTN4R3UE,0.04109705240498532
K2PVS4RB,0.04696741827874819
Q36J686Z,0.09324158559323799
NWKHMEOF,0.14143419547260153
PVJYQQGT,0.29278820200827993
GPUMRNWC,0.05177226008405812
LXHCDSVH,0.16860047639335207
BNIUPSVK,0.08907867784183499
FW3QI3WW,0.07336550861890426
IEEUGXMY,0.8555999665841533
FVVXDLBO,0.057623571172578755
UC2JJB6Y,0.0784240517636283
3WPAHP52,0.49483960851309644
HDTCJJOE,0.5411395626949207
UCSB9GKK,0.06802089312413886
HANBFYTH,0.11092699299234882
FLUU2HNV,0.05154325548354351
64PIYWDJ,0.22867455002557685
9AHNH8ZX,0.8703167503915352
KLHUI2SE,0.06136657782303424
YRHYUJFW,0.839002403081912
G5RWWH7F,0.16433558876709575
SCBT9BAX,0.01939631077854818
UGZGLVNB,0.26481661823689867
2RRNUFBV,0.8348841358169452
B6O59TEY,0.4461492171396903
CYHRRYH6,0.04995503806682297
GGYZVHWU,0.07625787643626013
K6AM97RN,0.07689402622917532
ATM5JQYM,0.07234928266124951
7GYZSGWA,0.04992553637160675
DFWUDQCR,0.17380663527154772
E2Z98CR3,0.8311442081721416
GD9KTSLY,0.05203098173818685
2AMRA4OD,0.10404521413818046
CFHZ3ZE6,0.458284316208071
BOMLVM5K,0.053810960419554445
OBBEGBSY,0.47590626949712433
FJEHOK8W,0.03898080690314368
3GMAEVPJ,0.10320964108993463
WAVDLUTH,0.05415748485710091
6EN8GZX6,0.10380674913571795
VXGA3GKB,0.1667882912631407
U4MZ3U8C,0.4867251242228403
GU4RDP8S,0.861369915429544
N3TPNHCD,0.09433167184399568
JRRHWQC8,0.6104787840405783
NZ5GBHZK,0.03813944038656267
LCUC2LAJ,0.8354489760376229
DJDSU9D2,0.9175029610146628
647K6DBR,0.06424319163938337
7NFXVESK,0.07689089251165242
EWUWF25N,0.05295178016414727
7QKYPLA8,0.05861610888447838
XQVXWBNO,0.05522298024006911
CNWH4MVA,0.055426672331656116
AFJUJFQD,0.07868941088488626
QKMFDX9H,0.16761237734560747
YYMB5QBY,0.06968628968182497
IRY3SEX7,0.24117131796252952
CUAUZJH8,0.18527844509709734
JYFUYQF5,0.32428222098344994
I4NYEDFE,0.5284498589294764
M3RSPRGQ,0.13616022433453512
JIL3KWQN,0.10931693707656745
X4B5ZBWU,0.13908133252117116
AHYTHHSE,0.051945779125391785
E7EHQEQK,0.35593956853977393
FAMHAVN3,0.8377817673985692
CCGKCTR6,0.063767864472899
6DTSELRV,0.05497339624746159
LU8X3G6O,0.24197377621955757
NPFDAUJY,0.05203018947567042
DR9PXCFU,0.02361829846408079
SHVZMWBV,0.05832897644363989
8TGXGZHX,0.22779766535129004
IKRSHJFW,0.1772628334239317
